제목,URL,본문,댓글개수
물리 문제 풀어주세요,https://cafe.naver.com/f-e/cafes/10197921/articles/28878070?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"물리 문제 푸는 중에 궁금한 것이 있어서 글 올립니다.​답지에 정답이 ㄴ 보기만 정답이라고 되어있는데 Q에 동시에 도달한게 한 장소 동시성이라서 ㄴ보기가 맞으면 ㄱ보기도 맞아야 되는게 아닌지 궁금합니다. 제가 풀었을때는 ㄱ,ㄴ틀리고 ㄷ만 맞아서 2번으로 나왔는데, 뭐가 잘못된걸까요.. ​​",6
탐구과목 질문이요,https://cafe.naver.com/f-e/cafes/10197921/articles/28878040?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"공대 지망하고있는데과탐1 사탐1 해도 손해보는거 없나요??원래 물리,생명 하고있었는데 여기다가 미적까지 할려니까 너무 힘들어서,,물리,사문 할려하는데 공대들어갈때 과탐2개가 훨 유리한가요??? (목표 한양대 반도체 or 기계공) 입니다.",0
수학 2등급 맞으려면 어떻게 공부해야하나요?,https://cafe.naver.com/f-e/cafes/10197921/articles/28878009?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"김기현 커리 탈려 하는데 파운데이션->아이디어->기생집, 자이스토리 이 순서대로 괜찮나요?​​많은 훈수 부탁드립니다..",6
3학년 2학기 학교 안가셨던 분들 계신가요,https://cafe.naver.com/f-e/cafes/10197921/articles/28877736?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"3학년 올라올때부터 고민중이었고 정말 많은 이유로 2학기에 9모 끝나고는 (8월 31일까지 출결 들어가니까) 학교를 갈 필요가 없다고 판단이 들었어요. 수시재수반수 절대 안할거구요그냥 학교가기 싫은게 아니라 정말 많은 고민과 생각끝에 결정내린거고 부모님께도 몇번 말씀드렸기도 하고 학교를 안 갈 경우 어떻게 공부할건지 계획도 있는데 선생님께 어떻게 말씀드릴지, 체험학습 못쓴다면 무단 결석이나 무단조퇴 해보신 경험있으신 분들의 경험담을 듣고 싶어요​(후회하지 말고 그냥 가라고 하시지 않으셔도 되세요..!! 고민 정말 많이 해봤고 학교 안가더라도 나중에 딱히 후회할일 없을것 같아요. 여자입니다!!)",6
피램 정석민,https://cafe.naver.com/f-e/cafes/10197921/articles/28877695?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"고2고 이번 여름방학에 피램 생각의 전개 독서,문학을 할지 정석민쌤의 비독원,문기정을 할지 고민이고 두 책과 인강이 상충되진 않을까도 고민입니다. 비독원은 언젠가 한번은 꼭 들을 생각이어서요! 이번 고2 6모는 높3 나왔습니다. 답변 주시면 감사하겠습니다!!",8
N제,https://cafe.naver.com/f-e/cafes/10197921/articles/28877592?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,안녕하세요​혹시 나중에9월쯤되면 N제랑 실모랑 병행하는건가요??아니면 실모에만 집중하는건가요?​제가 진도가 좀 많이 느려서..혹시 엔제랑 같이 병행하면 안될까요?,6
5등급제 1.3,https://cafe.naver.com/f-e/cafes/10197921/articles/28877537?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,어느정도인가여,0
수능 33313이면,https://cafe.naver.com/f-e/cafes/10197921/articles/28877509?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,한국사 제외 33313 33333 인데 낮은 3이면 지거국 노려볼 수 잇나여?,6
러셀 기숙 남학생관,https://cafe.naver.com/f-e/cafes/10197921/articles/28877439?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,러셀 기숙 남학생관 관리 잘 되나요? TA 질답 잘 되나요? 일반 기숙은 아이들이 너무 많아 질답 신청을 해도 되기 어렵다던데요,6
경북약 vs 동국한(경주3년 일산3년),https://cafe.naver.com/f-e/cafes/10197921/articles/28877398?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,어디 가나요?​ 무기명 투표 중투표경북대 약대동국대 한의대 투표하기 투표자 보기투표자 0명확인전체 투표자 보기투표자 0명확인,6
감 확인용 모의고사 추천해주세요.,https://cafe.naver.com/f-e/cafes/10197921/articles/28877367?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"주변에 반수, 재수 준비하는 친구들이 많길래 저도 궁금해지더라구요.제 감이 얼마나 살아있는지 얼마나 죽었는지.탐구는 거의 다 까먹어서 처참할것 같긴한데요 ㅋㅋㅋㅋ​3모 5모 6모 더프, +@ 이중에서 추천해주시는거 있나요?2개정도 골라서 풀어볼려고 합니다. 다른거 추천하시는거 있으면 그것도 알려주세요.​​",0
물지 수능 공부방법문의,https://cafe.naver.com/f-e/cafes/10197921/articles/28877356?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"기말 다음주면 끝납니다​수능 물1,지1. 봅니다.어려울 거 같은데 아이가 선택했습니다​기말 끝나고 수능까지 공부방법 알려주세요물 지 모두 내신은1등급이었습니다​기말끝나면 과탐 모부터 하면 될까요​수특. 수완은 언제 하는게 난지마더텅 다시 보는게 난지모고 반복은 몇월부터 하는게 난지 궁금합니다​ 목표는 물 1등급 지구1등급입니다.​​",4
과탐 기출 및 유형정리 언제까지 해야할까요 제발 부탁드려여ㅠㅠ,https://cafe.naver.com/f-e/cafes/10197921/articles/28877341?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"안녕하세요과탐 생지러인데 혹시 기출 유형정리 언제까지해야할까요..​과탐에 대해서는 잘 감을 못잡겠어요​진짜 부탁드립니다ㅜㅜ n수입니다​생명은 개념 다 들었고 이제 텍엔스 (유형정리) 시작하고기출분석도 할 예정입니다​지구는 이훈식 선생님 개념 듣고잇고.. 30강.정도 남았습니다 어려운.두단원..기출 끝나면 솔텍도 할 예정인데지구는 유형정리가 다른 과목에 비해 덜 중요한거같은데 맞나요..?ㅠㅠ​여기서 혹시라도 추가할부분이나 수정할부분 있으면 같이 알려주시면 넘넘 감사하겠습니다., ​",6
지구과학 실전 모의고사  좀 골라주세요,https://cafe.naver.com/f-e/cafes/10197921/articles/28877308?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,지구과학 실전 모의고사를 풀려고 하는데요.아래 세가지 가운데 어떤걸 풀어야 할지 잘 모르겠어요. 참고로 지구과학 1-2등급입니다.다 풀기에는 왠지 무리가 있을것 같기도 하고요. 만약 다 풀어야 한다면 순서를 알려주심 감사하겠습니다. ​이훈식 식센오지훈 OZ시대인재 서바이벌 ​​그리고 이훈식 선생님 식센은 인강을 듣지 않고 모고만 풀어도 상관없을까요?해설지로만 가능한지 궁금합니다.,8
색칠하는 경우의 수 구할때요,https://cafe.naver.com/f-e/cafes/10197921/articles/28877122?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"A=C 인 경우와 A, C다 다른 경우를 ​문제를 보고 어떻게 구분하나요? ​저렇게 나누어 푸는건지 아니면 그냥 푸는건지 구분할 수 있는 방법이 있나요?",6
메가 수학쌤 추천,https://cafe.naver.com/f-e/cafes/10197921/articles/28877005?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,고1이구요 완전 노배인데 진짜 공부 열심히 해보고싶은데 수학 기초 개념부터가 완전 부족해서 어떻게 공부해야할지 감도 안 잡히고 해서요 혹시 메가 선생님중 수학 누가 괜찮을까요?,6
백호 생명과학 2026년 16모의고사 답지ㅠ,https://cafe.naver.com/f-e/cafes/10197921/articles/28876969?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,집 이사로 답지가 분실되었어요ㅠ9회차부터 없어서요ㅠ정답지 이미지 파일이라도 구할수 있을까요?,0
혹시 반수반 상담 다녀오신 분들 계신가요?,https://cafe.naver.com/f-e/cafes/10197921/articles/28876954?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,반수반은 자유롭게 놔주는 곳도 있다던데 담임선생님이 직접 관리해 주시는 곳 있을까요? 가서 상담 받아보는 게 좋겠죠…?,8
수학 무물보 41탄 열겠습니다~,https://cafe.naver.com/f-e/cafes/10197921/articles/28876682?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"학습법 고민, 커리큘럼 고민등 최대한 들어드립니다 댓글주세요~~",6
내신4등급 중반...정시가 나아요?,https://cafe.naver.com/f-e/cafes/10197921/articles/28876630?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,내신 4등급대 학생들 글 보면 정시를 보라고 하셔서요...정시가 나아여?근데 모고도 그저 그러면 정시 보면 더 떨어지는거 아닌가유?궁금해서요...올해랑 내년 정시...장난 아닐것 같은데...ㅠ,6
수1) 수열 첫째항과 합 관련 질문있어요!,https://cafe.naver.com/f-e/cafes/10197921/articles/28876562?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"편의상 일반항=an, 합=Sn 이라고 할게요!​가끔 수열 문제 풀다보면a1 과 S1이 다른 경우가 있잖아요,근데 그 때 첫째항을 S1으로 맞춰줘야 하는데그렇게 하는 이유가 뭔지 궁금해요!​보통 n이 2 이상일 때 성립한다는 조건이붙긴하니까 a1이 an을 따를 것 이라는보장을 할 수 없어서 그런거라면,Sn역시도 마찬가지일텐데 ㅠㅠ...왜 a1은 안되고 S1이 되는지... 좀 의문입니다!​​​",6
생명 한종철 김연호 샘 중에 누구를 들어갸 할꺼요? 제발 알려주새요,https://cafe.naver.com/f-e/cafes/10197921/articles/28876515?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,생명 수능 모의고사 점수가 오르지 않아요.메가스터디 한종철이나 시대인재 라이브 김연호 중에서 누구를 듣는게 나을까요?답변 부탁드릴게요!!!!!,6
수학 풀이 시간,https://cafe.naver.com/f-e/cafes/10197921/articles/28876410?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"몇몇 준킬러에서 생각하는 풀이 방향으로 푸는 건 맞는데 뭔가 계산 실수, 조건 잘못 봄 등등의 이유로 계산을 처음부터 다시 한다거나 해서 시간을 정말 많이 소모하는데요...이번 6모같은 킬러만 어려운? 이런 시험엔 괜찮은데 전반적으로 어려운 시험에서는 거기에 항상 말려서 고민입니다이런 실수는 어떻게 연습해야 잡을 수 있나요?ㅜㅜ 그냥 계속 의식하는 수밖에는 없나여...",6
문제풀이 많이 하고 싶은데 어떤걸 사야할까요?,https://cafe.naver.com/f-e/cafes/10197921/articles/28876214?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"정시 준비 아이에요현재 국영은 시대인재 커리 타고 있고수학은 학원 다녀서 괜찮은데탐구는 메가 혼공 중이라 혼자 준비할게 많네요지구, 사문 6모까지 쭉 1 나왔구요이제 문제풀이 많이 하고 싶다는데 기출, n제 어떤걸 준비해줘야 할까요?옆에서 많이 도와주고 싶은데 아는게 없는 초보 고3 엄마에요 ㅠㅠ",8
홧팅,https://cafe.naver.com/f-e/cafes/10197921/articles/28876199?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,다들 아자잣,0
정시 영어공부 어떻게 해야 할까요,https://cafe.naver.com/f-e/cafes/10197921/articles/28876159?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,자퇴했어요정시준비해야하는데 수능영어 어떻게 해야 할까요책이나 인강 추천해주세요고2. 영어 2~3등급 수준입니다,6
수학 공부법ㅠㅠ,https://cafe.naver.com/f-e/cafes/10197921/articles/28876143?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,"모고 수학이 낮2~중간1사이에서 롤러코스터가 심한 편인데 안정1 받으려면 기출 분석, 양치기 말고 좋은 공부법 있을까요?ㅠㅠ 인강도 추천해주세요 그리구 기출분석을 어떻게 해야하는 건지 감이 잘 안잡혀요ㅠ",6
시대인재 생명 김연호 변춘수 어떤 선생님으로 들어야 할까요?,https://cafe.naver.com/f-e/cafes/10197921/articles/28876052?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,​생명이 아주 급해서시대인재 라이브로 들으려고 해요.두 분 중에 누구를 들어야 할까요? 이유도 간단히 알려주시면 복 받으실거에여~~~~ 감사합니다.,6
140일은 정말 많은거 바꿀수 있어요 (실화사례),https://cafe.naver.com/f-e/cafes/10197921/articles/28876020?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,아는 동생 있는데 독학 재수학원 다니다가 4회 위반해서 짤리고 그 다음날 부모님이랑 이야기 나누고 근처 독서실 끊을때가 정확하게 d-138일 남을때였구요 ​그때 미용실에서 일주일전에 펌한거 머리 9mm 삭발하고 잠 6시간만 자고 그시간빼곤 다 공부햇고 음악 한번 들은적도 없고 공부에만 몰두했다고 하던데​밥먹는 시간도 한국사나 국어 비문학 배경지식 영상( 경제 논리학등) 보고 운동도 매일 1시간 유산소 햇는데 놀라운게 운동하면서도 ​음악을 듣는게 아니라 한국사 요약강의나 그친구가 지리를 햇어서 지리 이기상 요약영상 보고 정리햇다하네요​ 그렇게 140일 가까이 하루 15-6시간씩 공부에 매진해서 ​그동생이 화작 확통 영어 사문 한지 9모 32211 받고 수능때 전과목에서 5개 틀려서 한의대 갔어요 2024년도에 님들도 하실수 있음(3-4등급 베이스 정도기준) 문제는 저걸 알아도 할수있는 사람은 10에 1도 안되는데 ​그걸 하는 사람은 존재하기때문에 된다고 하는거지 140일동안 저렇게 하면 안될놈도 된다고 봐요 아무나 못하거든요... 다시생각하면 대단한듯​나중에 안피곤햇냐라고 물어보니까 '사람이 간절하고 절박하니 몸이 반응하고 기억한다' 그친구가 저에게 한 말중에 이말이 젤 기억에 남네요,6
"칸트, 질문 생윤",https://cafe.naver.com/f-e/cafes/10197921/articles/28875993?boardtype=L&userDisplay=50&menuid=3786&referrerAllArticles=false&page=39,인간은 동물을 학대하지 말아야 할 의무를 지닌다 라고하면 틀린건가요 맞는건가요,6
